fold,seed,arch,horizon_s,n_wp,ade,fde,acc,best_ep
0,5,gatefix0.99_h3s,3s,6,0.6895212471485138,1.0775247931480407,1.0,1
0,6,gatefix0.0_h3s,3s,6,0.7444429218769073,1.1562232375144958,1.0,1
0,6,gatefix0.05_h3s,3s,6,0.6966211795806885,1.1759499192237854,1.0,40
0,6,gatefix0.1_h3s,3s,6,0.7516325950622559,1.1650704264640808,1.0,1
0,6,gatefix0.2_h3s,3s,6,0.7527304887771606,1.1643669843673705,1.0,1
0,6,gatefix0.5_h3s,3s,6,0.7532989978790283,1.1350149869918824,1.0,1
0,6,gatefix0.99_h3s,3s,6,0.7200388014316559,1.077382791042328,1.0,1
0,7,gatefix0.0_h3s,3s,6,0.816437029838562,1.3111648201942443,1.0,1
0,7,gatefix0.05_h3s,3s,6,0.8072021722793579,1.295095729827881,1.0,1
0,7,gatefix0.1_h3s,3s,6,0.8130970001220703,1.3003205895423888,1.0,1
0,7,gatefix0.2_h3s,3s,6,0.8132357716560363,1.3017778635025024,1.0,1
0,7,gatefix0.5_h3s,3s,6,0.7198892593383789,1.3866023659706115,1.0,20
0,7,gatefix0.99_h3s,3s,6,0.8038130283355713,1.2420066356658936,1.0,1
